name	sex	count
Henric	m	1782
Henrietta	f	512
Henriette	f	306
Henrik	m	30716
Henry	m	6229
Henryk	m	271
Herbert	m	571
Herman	m	2846
Hermine	f	197
Herta	f	205
Hiba	f	1030
Hibo	f	311
Hicham	m	215
Hilda	f	4724
Hilde	f	468
Hildegard	f	183
Hilding	m	875
Hildur	f	337
Hilja	f	183
Hilkka	f	559
Hillevi	f	1773
Hilma	f	3088
Hilmer	m	317
Hind	f	345
Hisham	m	290
Hjalmar	m	3660
Hjördis	f	1695
Hoda	f	469
Hodan	f	530
Holger	m	1853
Hollie	f	373
Holly	f	859
Hong	f	226
Horst	m	200
Hossam	m	163
Hossein	m	1023
Houda	f	267
Hubert	m	459
Huda	f	1066
Hugo	m	20324
Hulda	f	412
Husam	m	332
Husein	m	334
Hussain	m	558
Hussam	m	443
Hussein	m	3435
Håkan	m	25427
Héléne	f	188
Hülya	f	232
Hüseyin	m	386
Ia	f	431
Ian	m	1839
Iben	f	175
Ibrahim	m	6327
Ibtisam	f	355
Ida	f	28825
Ida-Maria	f	186
Idil	f	280
Idris	m	744
Idun	f	1580
Ieva	f	196
Ifrah	f	354
Ignacio	m	163
Igor	m	1391
Ihab	m	241
Ihsan	m	257
Ikhlas	f	176
Ikram	f	260
Ikran	f	215
Ildiko	f	192
Ilham	f	381
Ilhan	f	175
Ilia	m	179
Ilias	m	415
Ilija	m	317
Ilir	m	276
Ilkka	m	204
Ilma	f	204
Ilona	f	1245
Ilse	f	1517
Ilya	m	175
Ilyas	m	718
Imad	m	806
Iman	f	1817
Iman	m	244
Imran	m	743
Imre	m	283
Ina	f	1445
Inas	f	284
Indira	f	335
Indra	f	483
Ines	f	4026
Inez	f	3666
Ing-Britt	f	1901
Ing-Mari	f	876
Ing-Marie	f	2959
Inga	f	9170
Inga-Britt	f	2029
Inga-Lena	f	604
Inga-Lill	f	4863
Inga-Lisa	f	513
Inga-Maj	f	669
Ingalill	f	3008
Ingbritt	f	800
Inge	f	262
Inge	m	2647
Ingeborg	f	1360
Ingegerd	f	5592
Ingegärd	f	2296
Ingela	f	11927
Ingemar	m	7192
Ingemo	f	195
Inger	f	32604
Ingmar	m	1079
Ingmari	f	346
Ingmarie	f	414
Ingrid	f	37922
Ingvar	m	4799
Ingvor	f	938
Inna	f	328
Intisar	f	236
Ioan	m	364
Ioana	f	252
Ioanna	f	228
Ioannis	m	825
Ion	m	340
Ionut	m	250
Iqra	f	301
Irena	f	886
Irene	f	8466
Irfan	m	346
Irina	f	1714
Iris	f	6749
Irja	f	756
Irma	f	4224
Irmeli	f	257
Iryna	f	441
Irén	f	283
Iréne	f	2240
Isa	f	1875
Isa	m	579
Isaac	m	1526
Isabel	f	3051
Isabell	f	3626
Isabella	f	9229
Isabelle	f	10285
Isac	m	4312
Isadora	f	299
Isak	m	12650
Isam	m	194
Ishak	m	409
Isidor	m	271
Islam	m	242
Ismael	m	426
Ismail	m	1898
Ismet	m	528
Ismo	m	203
Isolde	f	582
Isra	f	575
Israa	f	535
Issa	m	723
Issam	m	339
Istvan	m	476
Iva	f	330
Ivan	m	4458
Ivana	f	991
Ivanka	f	192
Ivar	m	4424
Ivica	m	342
Ivo	m	332
Ivy	f	232
Iwona	f	733
Iyad	m	229
Iza	f	449
Izabela	f	621
Izabell	f	363
Izabella	f	1517
Izabelle	f	854
Izet	m	164
Jaakko	m	234
Jaan	m	187
Jaana	f	1120
Jacek	m	743
Jack	m	6940
Jackie	f	261
Jackson	m	207
Jacob	m	11073
Jacqueline	f	1373
Jacques	m	205
Jad	m	511
Jade	f	183
Jadranka	f	182
Jadwiga	f	415
Jafar	m	377
Jaime	m	417
Jake	m	206
Jakob	m	10632
Jakub	m	1067
Jalal	m	518
Jamal	m	1286
James	m	2866
Jamie	f	200
Jamie	m	1547
Jamil	m	502
Jamila	f	759
Jamshid	m	208
Jan	m	57000
Jan Erik	m	1178
Jan Olof	m	601
Jan Olov	m	276
Jan Ove	m	203
Jan Åke	m	603
Jan-Anders	m	235
Jan-Eric	m	577
Jan-Erik	m	4628
Jan-Inge	m	248
Jan-Olof	m	2279
Jan-Olov	m	938
Jan-Ove	m	501
Jan-Åke	m	1525
Jana	f	1519
Jane	f	3083
Janet	f	1607
Janeth	f	174
Janette	f	397
Jani	m	713
Janina	f	981
Janis	m	326
Janna	f	474
Janne	m	1188
Janni	f	228
Jannica	f	443
Jannice	f	259
Jannie	f	173
Jannika	f	222
Jannike	f	482
Janos	m	391
Janusz	m	478
Jaqueline	f	325
Jari	m	1838
Jarkko	m	177
Jarl	m	1224
Jarmo	m	843
Jaroslaw	m	607
Jasmin	f	1842
Jasmin	m	598
Jasmina	f	1358
Jasmine	f	3194
Jasminka	f	321
Jasna	f	227
Jason	m	1296
Jasper	m	319
Javad	m	345
Javid	m	235
Javier	m	499
Jawad	m	487
Jax	m	228
Jaxon	m	174
Jayden	m	320
Jean	m	1178
Jeanette	f	9935
Jeannette	f	369
Jeff	m	405
Jeffrey	m	318
Jehad	m	209
Jelena	f	1320
Jenna	f	690
Jenni	f	982
Jennica	f	271
Jennie	f	8700
Jennifer	f	9850
Jenny	f	29902
Jens	m	10829
Jeremiah	m	180
Jeremy	m	348
Jerker	m	1489
Jerry	m	3536
Jerzy	m	501
Jesper	m	17425
Jesse	m	370
Jessica	f	21755
Jessie	f	413
Jessika	f	1401
Jesus	m	239
Jeton	m	191
Jette	f	180
Jibril	m	214
Jihad	m	256
Jihan	f	281
Jill	f	1765
Jim	m	3969
Jimi	m	336
Jimmi	m	379
Jimmie	m	1657
Jimmy	m	13330
Jinan	f	192
Jing	f	279
Joachim	m	3364
Joacim	m	2463
Joakim	m	26231
Joan	f	233
Joan	m	200
Joana	f	234
Joanna	f	3289
Joao	m	162
Joaquin	m	172
Joar	m	1289
Joe	m	317
Joel	m	15375
Johan	m	73561
Johann	m	364
Johanna	f	33895
Johannes	m	10174
John	m	20677
John-Erik	m	232
Johnnie	m	215
Johnny	m	6758
Johny	m	422
Jolanta	f	900
Jolene	f	225
Jolie	f	345
Jolin	f	300
Jolina	f	266
Joline	f	2409
Jon	m	3432
Jona	m	279
Jonah	m	430
Jonas	m	40226
Jonatan	m	5429
Jonathan	m	17804
Jones	m	267
Joni	f	253
Joni	m	372
Jonna	f	4797
Jonnie	m	282
Jonny	m	5842
Jordan	m	633
Jorge	m	1118
Jorma	m	803
Jorunn	f	186
Jose	m	1159
Josef	m	5681
Josefin	f	10436
Josefina	f	1265
Josefine	f	10435
Joseph	m	2139
Josephine	f	2724
Joshua	m	1065
Josip	m	471
José	m	1012
Joudi	f	198
Jouko	m	473
Jouni	m	536
Jovan	m	417
Jovana	f	370
Joy	f	532
Joyce	f	293
Jozef	m	389
Jozsef	m	295
João	m	179
Juan	m	1872
Juana	f	188
Judit	f	868
Judith	f	1455
Judy	f	224
Juha	m	1164
Juhani	m	582
Jukka	m	702
Juli	f	275
Julia	f	31232
Julian	m	3586
Juliana	f	557
Julianna	f	206
Julie	f	2186
Julien	m	227
Juliet	f	233
Juliette	f	406
Julija	f	206
Julio	m	414
Julius	m	3061
June	f	439
Juni	f	3165
Junia	f	208
Junie	f	896
Junior	m	297
Juno	f	755
Jussi	m	336
Justin	m	525
Justina	f	225
Justus	m	224
Justyna	f	496
Jusuf	m	228
Jutta	f	198
Jyrki	m	231
Jytte	f	178
Jöns	m	164
Jörg	m	216
Jörgen	m	15485
Jörn	m	303
Jürgen	m	421
Kaan	m	209
Kaarina	f	377
Kacper	m	551
Kadir	m	234
Kai	m	1251
Kaija	f	375
Kaisa	f	642
Kaj	m	3180
Kajsa	f	8511
Kalevi	m	273
Kalle	m	2676
Kamal	m	786
Kamar	f	176
Kamel	m	205
Kamil	m	966
Kamila	f	494
Kamilla	f	588
Kamran	m	323
Karam	m	814
Kareem	m	167
Karen	f	794
Kari	f	491
Kari	m	1682
Karim	m	1438
Karima	f	392
Karin	f	57493
Karina	f	2754
Karl	m	33888
Karl Axel	m	171
Karl Erik	m	721
Karl Gunnar	m	220
Karl Gustav	m	193
Karl Johan	m	302
Karl-Axel	m	458
Karl-Erik	m	2090
Karl-Gunnar	m	318
Karl-Gustaf	m	203
Karl-Gustav	m	476
Karl-Göran	m	245
Karl-Henrik	m	231
Karl-Johan	m	1047
Karl-Olof	m	234
Karl-Oskar	m	212
Karl-Åke	m	236
Karla	f	681
Karol	m	473
Karola	f	200
Karolin	f	822
Karolina	f	6215
Karoline	f	701
Karrar	m	184
Karsten	m	243
Karwan	m	251
Kasim	m	208
Kasper	m	2764
Katalin	f	443
Katarina	f	18004
Katarzyna	f	1622
Kate	f	782
Katerina	f	428
Kateryna	f	208
Katharina	f	1338
Katherine	f	394
Kathleen	f	208
Kathrin	f	347
Kathrine	f	242
Kati	f	197
Katia	f	244
Katie	f	186
Katinka	f	202
Katja	f	2265
Katri	f	279
Katrin	f	2462
Katrina	f	346
Katrine	f	440
Kauko	m	247
Kaveh	m	180
Kawa	m	224
Kawthar	f	221
Kay	m	281
Kayla	f	267
Kazem	m	179
Keijo	m	443
Keith	m	349
Kellie	f	195
Kelly	f	984
Kelvin	m	363
Kemal	m	484
Ken	m	819
Kenan	m	896
Kennert	m	332
Kennet	m	2413
Kenneth	m	12579
Kenny	m	2173
Kent	m	16124
Kenth	m	2751
Kenza	f	185
Kerem	m	162
Kerim	m	242
Kersti	f	916
Kerstin	f	45037
Kerttu	f	239
Ketty	f	287
Kevin	m	12757
Kewin	m	296
Keyla	f	178
Khadar	m	167
Khadija	f	1245
Khadijeh	f	184
Khadra	f	328
Khaled	m	2780
Khalid	m	1520
Khalil	m	976
Kia	f	378
Kian	m	2227
Kiana	f	207
Kiara	f	396
Kicki	f	750
Kid	m	203
Kilian	m	199
Kim	f	2606
Kim	m	8389
Kimberly	f	550
Kimmo	m	576
Kinga	f	388
Kira	f	524
Kirill	m	176
Kirsi	f	558
Kirsten	f	627
Kirsti	f	657
Kitty	f	367
Kjell	m	25358
Kjell Åke	m	471
Kjell-Arne	m	170
Kjell-Ove	m	179
Kjell-Åke	m	908
Kjerstin	f	287
Klara	f	10558
Klas	m	5878
Klas-Göran	m	337
Klaudia	f	532
Klaus	m	603
Knut	m	4317
Kobra	f	219
Konrad	m	1038
Konstantin	m	486
Konstantinos	m	904
Kornelia	f	307
Krister	m	6757
Kristian	m	5966
Kristiina	f	400
Kristijan	m	224
Kristin	f	4808
Kristina	f	26267
Kristine	f	815
Kristofer	m	2205
Kristoffer	m	7154
Krisztina	f	175
Krystian	m	363
Krystyna	f	815
Krzysztof	m	1688
Kurt	m	9650
Kyle	m	167
Käthe	f	183
Kåre	m	565
Laban	m	165
Lage	m	543
Laila	f	7505
Laith	m	536
Lajla	f	311
Lama	f	414
Lamar	f	460
Lamia	f	237
Lamin	m	294
Lamis	f	241
Lana	f	1756
Lara	f	2042
Larin	f	222
Larisa	f	422
Larissa	f	393
Larry	m	345
Lars	m	81754
Lars Erik	m	1238
Lars Gunnar	m	463
Lars Göran	m	1231
Lars Inge	m	171
Lars Olof	m	506
Lars Olov	m	180
Lars Ove	m	205
Lars Åke	m	808
Lars-Eric	m	446
Lars-Erik	m	4168
Lars-Gunnar	m	1039
Lars-Göran	m	2865
Lars-Inge	m	409
Lars-Johan	m	177
Lars-Ola	m	176
Lars-Olof	m	1623
Lars-Olov	m	548
Lars-Ove	m	602
Lars-Åke	m	2092
Lasse	m	1366
Laszlo	m	596
Latif	m	189
Latifa	f	355
Laura	f	4352
Laurent	m	168
Lauri	m	355
Lava	f	373
Lavin	f	255
Lawrence	m	199
Layan	f	734
Layla	f	697
Layth	m	178
Lazar	m	264
Lea	f	3794
Leah	f	3879
Leandra	f	186
Leandro	m	492
Lee	f	332
Lee	m	381
Leen	f	677
Leena	f	1504
Leia	f	3337
Leif	m	31491
Leija	f	272
Leila	f	2764
Lejla	f	1043
Lemlem	f	199
Lena	f	55493
Lene	f	400
Lenita	f	394
Lennart	m	21707
Lennie	m	276
Lennon	m	332
Lennox	m	764
Lenny	m	352
Leo	m	14841
Leon	m	8233
Leona	f	1686
Leonard	m	1846
Leonardo	m	1284
Leonel	m	624
Leonidas	m	328
Leonie	f	496
Leonora	f	916
Leonore	f	330
Leopold	m	619
Leszek	m	322
Leticia	f	235
Levi	m	2232
Levis	m	266
Lewis	m	285
Lex	m	274
Lexi	f	226
Lexie	f	524
Leya	f	341
Leyla	f	1164
León	m	270
Li	f	1395
Lia	f	962
Liam	m	15497
Lian	m	227
Liana	f	512
Lias	m	789
Liban	m	429
Lida	f	183
Lidia	f	744
Lidija	f	286
Lidya	f	194
Liisa	f	988
Lil	f	182
Lili	f	364
Lilia	f	336
Lilian	f	5551
Liliana	f	568
Lilja	f	928
Lill	f	585
Lillemor	f	4343
Lilli	f	278
Lillian	f	775
Lillie	f	432
Lilly	f	6574
Lilo	f	266
Lily	f	3324
Lin	f	563
Lina	f	17490
Linda	f	38250
Linda-Marie	f	243
Line	f	1210
Linn	f	12039
Linnea	f	14278
Linnéa	f	15136
Linus	m	20013
Lion	m	730
Lionel	m	1001
Liridon	m	210
Liridona	f	179
Lis	f	451
Lisa	f	20264
Lisbet	f	2266
Lisbeth	f	9362
Lise	f	540
Lise-Lott	f	1497
Lise-Lotte	f	2110
Liselott	f	2703
Liselotte	f	3062
Lisen	f	966
Lisette	f	790
Liudmila	f	199
Liv	f	5525
Liva	f	198
Livia	f	3776
Liya	f	228
Liyana	f	264
Liz	f	610
Liza	f	1246
Lizette	f	644
Lizzie	f	324
Ljiljana	f	533
Ljubica	f	284
Lo	f	2011
Lo	m	521
Loa	m	557
Logan	m	192
Loke	m	4296
Lola	f	879
Lolita	f	211
Lone	f	352
Lorena	f	583
Lorentz	m	317
Lorenzo	m	464
Lorik	m	267
Lorin	f	395
Lotta	f	4411
Lotte	f	236
Lotten	f	500
Lottie	f	282
Lou	f	620
Loui	m	1935
Louice	f	296
Louie	m	1767
Louis	m	695
Louisa	f	555
Louise	f	15367
Lova	f	5367
Love	f	180
Love	m	5572
Lovelia	f	427
Lovis	f	2145
Lovisa	f	12623
Lowa	f	973
Lowe	m	1821
Luan	m	231
Lubna	f	275
Luca	m	689
Lucas	m	14641
Lucia	f	951
Lucian	m	186
Luciano	m	224
Lucie	f	209
Lucy	f	695
Lucyna	f	186
Ludde	m	164
Ludmila	f	295
Ludvig	m	11841
Ludwig	m	5599
Luis	m	1563
Luisa	f	406
Luiza	f	202
Lujain	f	216
Luka	m	886
Lukas	m	12172
Lukasz	m	1125
Luke	m	423
Luna	f	3216
Luwam	f	245
Luz	f	245
Lydia	f	1902
Lykke	f	2683
Lynn	f	333
Léon	m	660
Maarit	f	671
Maciej	m	728
Madelaine	f	644
Madeleine	f	11975
Madelen	f	979
Madelene	f	4678
Madeléne	f	370
Madicken	f	438
Madina	f	392
Magda	f	682
Magdalena	f	5810
Maggie	f	440
Magne	m	202
Magnus	m	41933
Maha	f	992
Mahad	m	499
Mahamed	m	672
Mahamud	m	181
Mahdi	m	1747
Maher	m	949
Mahir	m	416
Mahmod	m	276
Mahmood	m	407
Mahmoud	m	3575
Mahmud	m	242
Mahmut	m	230
Mahnaz	f	321
Mahsa	f	278
Mai	f	588
Maia	f	528
Maida	f	553
Maija	f	750
Maine	f	184
Maire	f	383
Mait	f	300
Maj	f	6700
Maj-Britt	f	5103
Maj-Lis	f	2120
Maja	f	20112
Majbritt	f	483
Majd	m	566
Majda	f	183
Majed	m	477
Majid	m	807
Majken	f	3933
Majlis	f	829
Majvi	f	324
Majvor	f	1483
Maksim	m	335
Maksymilian	m	162
Malak	f	1103
Malcolm	m	822
Malek	m	739
Malena	f	765
Malgorzata	f	1309
Malik	m	786
Malika	f	401
Malin	f	40278
Malou	f	908
Malte	m	7217
Malva	f	1961
Malvina	f	249
Manal	f	1037
Manar	f	473
Manda	f	286
Manfred	m	1190
Manne	m	864
Mansour	m	329
Mantas	m	185
Manuel	m	1100
Manuela	f	456
Mara	f	294
Marah	f	237
Maral	f	198
Maram	f	458
Marc	m	888
Marcel	m	1082
Marcela	f	454
Marcelo	m	478
Marcin	m	1486
Marco	m	1660
Marcos	m	318
Marcus	m	29661
Marek	m	1254
Margaret	f	478
Margareta	f	20856
Margareth	f	190
Margaretha	f	2924
Margarita	f	612
Margit	f	4283
Margita	f	726
Margot	f	1682
Margret	f	524
Margreth	f	292
Marguerite	f	209
Mari	f	4394
Mari-Ann	f	388
Mari-Anne	f	271
Mari-Louise	f	378
Maria	f	82976
Mariam	f	3854
Mariama	f	277
Marian	f	393
Marian	m	443
Mariana	f	1945
Mariann	f	1458
Marianna	f	419
Marianne	f	19565
Marica	f	635
Marie	f	37366
Marie Louise	f	395
Marie-Anne	f	228
Marie-Louise	f	5536
Mariella	f	265
Marielle	f	1440
Mariette	f	722
Mariia	f	312
Marija	f	1574
Marijana	f	297
Marika	f	3468
Marilyn	f	225
Marin	m	177
Marina	f	6904
Marine	f	228
Mario	m	1826
Mariola	f	245
Marion	f	841
Marit	f	1412
Marita	f	8719
Maritha	f	639
Maritta	f	343
Maritza	f	207
Marius	m	960
Mariusz	m	983
Mariya	f	201
Marja	f	1458
Marja-Leena	f	412
Marja-Liisa	f	263
Marjan	f	261
Marjatta	f	433
Marjo	f	323
Mark	m	1926
Markku	m	1128
Marko	m	2368
Markus	m	13137
Marlen	f	208
Marlena	f	212
Marlene	f	2327
Marley	m	303
Marlon	m	428
Marléne	f	343
Marta	f	2573
Martha	f	758
Martin	m	39090
Martina	f	7543
Martti	m	515
Martyna	f	306
Marvin	m	409
Marwa	f	1274
Marwah	f	172
Marwan	m	768
Marwin	m	177
Mary	f	3199
Maryam	f	4107
Maryama	f	271
Maryan	f	726
Marzena	f	374
Marzia	f	177
Marzieh	f	235
Masa	f	384
Mason	m	339
Masoud	m	560
Masoumeh	f	383
Matej	m	184
Mateo	m	1203
Mateusz	m	891
Matheo	m	1752
Matheus	m	465
Mathias	m	9888
Mathilda	f	5066
Mathilde	f	550
Maths	m	362
Matias	m	671
Matilda	f	16947
Matilde	f	288
Matin	m	346
Mats	m	40412
Matteo	m	2148
Matteus	m	1012
Matthew	m	909
Matthias	m	1097
Matti	m	1715
Mattias	m	30315
Mattis	m	909
Matts	m	1239
Matz	m	481
Maud	f	6707
Mauri	m	332
Maurice	m	166
Mauricio	m	426
Mauritz	m	514
Mauro	m	209
Max	m	16247
Maxim	m	476
Maxime	m	174
Maximiliam	m	199
Maximilian	m	3455
Maximillian	m	220
Maximus	m	495
Maxine	f	273
Maxwell	m	173
May	f	1354
Maya	f	4822
Mayar	m	194
Mazen	m	618
Mazin	m	210
Md	m	1361
Medina	f	983
Megan	f	215
Mehari	m	215
Mehdi	m	1198
Mehmed	m	274
Mehmet	m	1608
Mehran	m	268
Mehrdad	m	279
Meija	f	263
Meja	f	4066
Melanie	f	1705
Melek	f	364
Meliha	f	244
Melika	f	214
Melina	f	3134
Melinda	f	1581
Melisa	f	801
Melissa	f	4117
Melker	m	7197
Melody	f	561
Melvin	m	7571
Melwin	m	2429
Mensur	m	162
Meral	f	204
Mercedes	f	282
Mercy	f	172
Mergim	m	216
Merhawi	m	309
Merhawit	f	212
Meri	f	188
Meriam	f	195
Merima	f	276
Merit	f	175
Merita	f	298
Merja	f	794
Merna	f	209
Meron	m	260
Mert	m	292
Merve	f	299
Mervi	f	317
Meryem	f	651
Mesut	m	192
Metin	m	362
Mette	f	809
Meya	f	835
Mhd	m	1202
Mi	f	260
Mia	f	6437
Micael	m	2264
Micaela	f	1021
Michael	m	20747
Michaela	f	3881
Michail	m	248
Michal	m	1370
Michel	m	1550
Michele	m	193
Michell	m	166
Michelle	f	4234
Mickael	m	693
Micke	m	209
Miguel	m	1030
Mihaela	f	416
Mihai	m	364
Mihail	m	199
Mika	f	772
Mika	m	1473
Mikael	m	56026
Mikaela	f	7040
Mikail	m	365
Mike	m	749
Mikhail	m	281
Mikkel	m	178
Mikko	m	555
Mikolaj	m	225
Mila	f	2801
Milad	m	1036
Milan	m	1954
Milana	f	254
Mildred	f	452
Mile	m	204
Milea	f	271
Milena	f	899
Milia	f	421
Miliam	m	210
Milian	m	1307
Milica	f	589
Milio	m	186
Milka	f	357
Milla	f	1917
Mille	m	953
Millie	f	1083
Million	m	163
Milly	f	565
Milo	m	4197
Milorad	m	185
Milos	m	581
Milou	f	373
Milton	m	3921
Mimi	f	319
Mimmi	f	2839
Mimmie	f	202
Mimoza	f	225
Mina	f	1847
Mina	m	177
Mindaugas	m	252
Minea	f	289
Minelle	f	429
Minh	m	330
Minja	f	199
Minna	f	3551
Minnah	f	317
Minoo	f	231
Minou	f	588
Mio	f	196
Mio	m	2387
Miodrag	m	236
Mir	m	288
Mira	f	4207
Miral	f	226
Miran	m	540
Miranda	f	3045
Mirela	f	472
Mirella	f	342
Mirelle	f	189
Miriam	f	2600
Mirja	f	1019
Mirjam	f	1215
Mirjana	f	762
Mirko	m	360
Mirna	f	586
Miro	m	222
Miroslav	m	575
Miroslaw	m	429
Mirsad	m	620
Mirsada	f	378
Mirza	m	552
Mitra	f	427
Mladen	m	277
Moa	f	15806
Mohamad	m	7499
Mohamed	m	10264
Mohammad	m	13484
Mohammed	m	9000
Mohamud	m	423
Mohanad	m	399
Mohannad	m	213
Mohsen	m	764
Mojgan	f	188
Mojtaba	m	383
Mollie	f	1272
Molly	f	8988
Moltas	m	374
Momodou	m	164
Mona	f	14901
Mona-Lisa	f	576
Monia	f	348
Monica	f	24183
Monika	f	12194
Monique	f	279
Monir	m	207
Morad	m	216
Morgan	m	5558
Morris	m	868
Morten	m	495
Morteza	m	827
Moses	m	436
Mostafa	m	1188
Mouna	f	247
Mounir	m	211
Mousa	m	337
Moussa	m	225
Moustafa	m	371
Muhamad	m	169
Muhamed	m	631
Muhamet	m	165
Muhammad	m	4500
Muhammed	m	1027
Muhanad	m	165
Muharem	m	183
Mujtaba	m	183
Mukhtar	m	180
Muna	f	1158
Munir	m	316
Munira	f	393
Murad	m	375
Murat	m	683
Murtaza	m	208
Musa	m	720
Musab	m	254
Mussie	m	286
Mustafa	m	4904
Mustafe	m	200
Mustapha	m	300
My	f	6418
Myra	f	334
Myriam	f	200
Märit	f	531
Märta	f	7061
Märtha	f	675
Måns	m	4722
Mårten	m	3058
Nabil	m	990
Nabila	f	257
Nada	f	1574
Nader	m	592
Nadezda	f	183
Nadia	f	2875
Nadim	m	190
Nadin	f	270
Nadine	f	900
Nadir	m	178
Nadira	f	180
Nadja	f	2228
Naemi	f	426
Nafisa	f	204
Nagham	f	291
Nahid	f	377
Nahla	f	297
Nahom	m	355
Naila	f	184
Naim	m	400
Naima	f	1122
Najah	f	383
Najat	f	343
Najib	m	335
Najma	f	476
Najwa	f	235
Nancy	f	1632
Nanna	f	925
Nanny	f	265
Naod	m	226
Naomi	f	1377
Narges	f	427
Nariman	f	178
Narin	f	374
Naser	m	758
Nasim	m	179
Nasir	m	398
Nasra	f	391
Nasrin	f	701
Nasro	f	190
Nasser	m	350
Nasteho	f	217
Natali	f	515
Natalia	f	2794
Natalie	f	5175
Nataliia	f	282
Natalija	f	273
Nataliya	f	195
Natalja	f	209
Natan	m	386
Natanael	m	361
Natasa	f	450
Natasha	f	740
Nathalie	f	9413
Nathan	m	830
Nathanael	m	322
Nathaniel	m	483
Natnael	m	401
Navid	m	403
Nawal	f	694
Naya	f	649
Nazanin	f	363
Nazar	m	226
Nea	f	865
Neah	f	255
Nebojsa	m	267
Neda	f	487
Nedal	m	166
Nedim	m	240
Nedzad	m	242
Negar	f	180
Negin	f	186
Neha	f	181
Neil	m	329
Nejla	f	265
Nelia	f	366
Nell	f	196
Nella	f	259
Nelli	f	406
Nellie	f	7606
Nelly	f	3418
Nelson	m	645
Nemanja	m	280
Nemi	f	227
Nemo	m	378
Nenad	m	592
Neo	m	3597
Nermin	f	294
Nermin	m	399
Nermina	f	291
Nesrin	f	463
Ngoc	f	339
Ngoc	m	191
Nichlas	m	293
Nicholas	m	2087
Nick	m	672
Nicki	f	201
Nicklas	m	7187
Niclas	m	9806
Nico	m	485
Nicola	f	195
Nicola	m	215
Nicolae	m	301
Nicolai	m	351
Nicolas	m	2126
Nicole	f	5090
Nicoleta	f	171
Nicolina	f	670
Nidal	m	205
Niels	m	521
Nihad	m	301
Niilo	m	194
Niina	f	261
Nika	f	222
Nike	f	1387
Niki	f	433
Nikita	f	686
Nikita	m	284
Nikki	f	1170
Niklas	m	22418
Niko	m	297
Nikola	f	218
Nikola	m	1625
Nikolai	m	420
Nikolaj	m	439
Nikolaos	m	828
Nikolas	m	414
Nikolay	m	189
Nikolina	f	628
Nila	f	204
Nilas	m	262
Nilla	f	395
Nilo	m	351
Nils	m	34590
Nils Erik	m	474
Nils Olof	m	174
Nils-Erik	m	871
Nils-Gunnar	m	180
Nils-Göran	m	201
Nils-Olof	m	317
Nils-Åke	m	250
Nima	m	579
Nimco	f	190
Nimo	f	470
Nina	f	12323
Ninja	f	187
Ninna	f	225
Ninni	f	926
Ninnie	f	247
Nino	m	366
Ninos	m	316
Nisa	f	190
Nisreen	f	206
Nisse	m	217
Nizar	m	221
Noa	f	177
Noa	m	1543
Noah	m	11252
Noak	m	175
Noel	m	6582
Noelia	f	602
Noelle	f	909
Noemi	f	232
Nomi	f	292
Noomi	f	1659
Noor	f	1574
Noor	m	387
Noora	f	277
Nor	f	281
Nora	f	7944
Norah	f	606
Norbert	m	366
Nore	m	230
Norma	f	422
Norton	m	185
Nour	f	2095
Nour	m	477
Noura	f	493
Nova	f	7451
Novali	f	176
Novalie	f	1222
Nuha	f	182
Nur	f	176
Nura	f	284
Oday	m	185
Odd	m	713
Odin	m	325
Ofelia	f	655
Oksana	f	412
Ola	f	353
Ola	m	9779
Olaf	m	216
Olav	m	304
Olavi	m	338
Ole	m	843
Oleg	m	321
Oleksandr	m	275
Olena	f	379
Olga	f	3063
Oliver	m	18458
Olivera	f	212
Olivia	f	16144
Olivier	m	328
Oliwer	m	1900
Oliwia	f	561
Olle	m	14799
Olli	m	178
Olof	m	10647
Olov	m	2736
Omar	m	6448
Omer	m	601
Omid	m	837
Omran	m	248
Onur	m	201
Ophelia	f	440
Orhan	m	383
Orlando	m	218
Orvar	m	202
Osama	m	897
Oscar	m	23059
Oskar	m	18721
Osman	m	1514
Ossian	m	1851
Othilia	f	579
Othman	m	208
Otilia	f	261
Otis	m	1112
Ottilia	f	668
Otto	m	5580
Outi	f	178
Ove	m	7791
Owe	m	785
Owen	m	178
Ozzy	m	190
Paavo	m	274
Pablo	m	715
Palle	m	172
Paloma	f	181
Pamela	f	1115
Panagiotis	m	443
Paola	f	590
Paolo	m	292
Parisa	f	498
Parvin	f	315
Parviz	m	200
Pascal	m	463
Pasi	m	545
Patric	m	2472
Patricia	f	3529
Patricio	m	317
Patrick	m	4414
Patrik	m	27941
Patrycja	f	455
Patryk	m	616
Paul	m	6072
Paula	f	3722
Pauli	m	353
Paulina	f	3375
Pauline	f	1551
Paulo	m	299
Pavel	m	594
Pawel	m	1532
Peder	m	2886
Pedram	m	205
Pedro	m	733
Peggy	f	472
Pehr	m	384
Pekka	m	1143
Pelin	f	189
Pelle	m	2106
Penny	f	1261
Pentti	m	733
Per	m	54996
Per Anders	m	539
Per Arne	m	504
Per Erik	m	658
Per Ola	m	239
Per Olof	m	982
Per Olov	m	355
Per Åke	m	459
Per-Anders	m	1104
Per-Arne	m	1043
Per-Axel	m	177
Per-Eric	m	269
Per-Erik	m	2216
Per-Gunnar	m	320
Per-Göran	m	178
Per-Inge	m	305
Per-Johan	m	228
Per-Ola	m	977
Per-Olof	m	3209
Per-Olov	m	1037
Per-Ove	m	377
Per-Åke	m	1289
Percy	m	468
Perla	f	234
Pernilla	f	13118
Pernille	f	177
Perry	m	213
Pertti	m	534
